travfreq,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,Unnamed: 85,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,nationality,residence,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,weekendtrip,average_jobsat,average_roleover,average_workadj,average_turnover,average_wneglect,average_wsitcon,average_wrclar,average_wtimepres,average_wnovel,average_wcowinsexphelp,average_wroleconflict,average_wintconflictd,average_wintconflictf,average_wemotdem,average_wpeopresp,average_wallcowexp,average_famallexp,average_burn,average_cogflex,average_supsup,average_cowsup,average_parsup,average_famsup,average_fadj,average_fsat,average_fneglect,average_wfc,average_ftimepres,average_faminstexp,average_femotdem,average_froleover,average_froleconf,average_fintconfd,average_fintconff
5,1,4,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,4,5,4,4,5,4,5,3,4,4,5,3,4,4,5,4,4,3,6,5,4.0,5.0,6.0,5,4,5,4,4,5,4,5,5,4,5,5,15,25,35,25,survey,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,5,4,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,5,5,5,3,4,3,4,4,5,3,4,5,4,5,5,3,6,6,5,4,5,6,5,4,4,5,3,4,5,3,4,4,3,3,4,4,4,5,4,5,3,4,3,5,5,4,5,4,3,4,5,5,5,4,3,4,5,4,4,3,5,4,5,5,5,3,1,2,75,5.0,2,1.0,1,30,5.0,american,united states,1,10.0,5,7,5,2,france,5.0,3,2,4.333333333333333,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.5,4.5,4.75,4.5,4.5,4.333333333333333,4.0,4.0,4.0,5.2,4.583333333333333,4.083333333333333,4.285714285714286,4.25,3.75,4.25,4.25,4.75,4.444444444444445,4.666666666666667,4.5,4.4,4.5,4.5,4.5,4.333333333333333,4.666666666666667,4.25,5.0
3,1,4,4,4,3,2,3,3,3,3,3,4,3,3,4,4,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2,3,2,2,3,3,4,3,4,4,3,2,2,2,3,3,3,3,2,3,3,3,3,3,4,2,2,2,2,2,2,2,3,4,3,2,3,3,4,4.0,4.0,4.0,3,3,3,3,3,3,3,3,4,3,3,3,10,3,2,1,survey,3,4,4,4,4,2,2,1,2,3,3,4,3,3,3,2,2,3,3,3,3,2,2,3,4,2,3,5,3,2,2,3,3,1,3,3,2,2,3,3,2,2,2,2,2,1,2,2,3,3,3,3,3,3,4,4,3,4,3,3,3,2,2,6,3,4,4,1,1,3,3,3,1,1,2,2,2,2,3,2,5,1,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,2,2,2,2,3,3,3,3,2,2,2,2,3,2,1,1,40,5.0,3,2.0,1,35,13.0,Italian,USA,3,3.0,1,30,2,2,Canada,3.0,2,1,4.0,2.6666666666666665,3.3333333333333335,2.6666666666666665,1.8333333333333333,2.25,3.5,2.25,3.0,2.75,3.3333333333333335,2.0,2.0,3.0,3.8,3.0833333333333335,3.25,2.5238095238095237,2.3333333333333335,3.5,4.0,3.75,4.0,2.888888888888889,3.6666666666666665,2.5,2.6,3.0,2.5,2.5,2.3333333333333335,2.3333333333333335,1.75,2.3333333333333335
3,1,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2,4,2,2,4,3,4,2,4,4,2,3,2,4,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,4,3,3,3,4,3,5.0,4.0,4.0,4,4,4,4,3,4,4,3,3,3,3,3,4,1,1,0,survey,4,4,4,2,2,3,3,2,2,4,3,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,5,4,5,5,5,4,2,3,3,3,3,4,4,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,4,5,5,5,5,5,5,3,4,3,4,4,5,3,3,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,2,2,4,2,4,4,4,4,2,4,4,10,10,1,2,50,4.0,3,3.0,1,50,7.0,american,us,1,5.0,1,30,3,1,canada,4.0,5,3,4.0,4.0,3.7777777777777777,2.0,2.5,2.5,3.5,2.75,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.5,5.0,4.619047619047619,3.3333333333333335,3.75,3.75,4.75,4.5,3.888888888888889,4.0,2.3333333333333335,3.6,3.5,4.75,3.0,3.3333333333333335,3.3333333333333335,2.0,2.0
4,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,5,5,5.0,5.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,1,survey,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,2,0,60,10.0,4,3.0,1,35,6.0,USA,USA,2,5.0,1,14,2,2,USA,5.0,3,3,4.0,3.0,3.111111111111111,4.333333333333333,4.0,4.0,3.5,3.75,4.0,3.75,3.0,3.75,3.0,3.0,5.0,4.0,4.0,3.619047619047619,3.3333333333333335,3.5,3.75,3.75,3.75,4.0,4.0,4.0,3.8,4.0,3.75,4.0,4.0,4.0,3.75,3.3333333333333335
3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5.0,5.0,5.0,3,3,3,3,3,3,3,3,5,3,3,3,3,8,1,12,Survey,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,5,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,0,1,1,40,14.0,2,4.0,1,39,3.0,African american,USA,1,14.0,5,5,3,2,Canada,4.0,1,3,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,3.1666666666666665,3.1666666666666665,1.2380952380952381,4.0,4.25,4.25,4.25,4.25,4.0,4.333333333333333,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
4,1,5,5,5,5,1,2,5,5,5,4,3,4,3,4,4,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2,2,2,5,4,5,4,5,4,2,2,2,2,3,3,3,4,4,5,2,2,3,3,4,1,2,1,2,1,1,2,1,4,5,2,2,6,6,5.0,6.0,6.0,4,4,4,5,2,2,2,1,2,1,3,2,3,3,2,2,survey,5,4,5,1,2,1,1,1,2,4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,3,2,2,5,2,4,3,2,5,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,4,3,2,2,2,2,2,7,3,3,2,4,2,1,4,3,5,2,3,3,5,5,2,2,5,5,5,5,5,5,5,1,2,4,3,3,4,4,4,1,1,5,7,2,3,0,65,14.0,1,3.0,2,45,8.0,White American,USA,1,7.0,1,14,3,2,UK,5.0,3,1,5.0,2.6666666666666665,4.111111111111111,2.6666666666666665,1.1666666666666667,2.0,4.5,2.0,3.25,3.25,3.3333333333333335,1.5,1.3333333333333333,2.8,5.8,2.6666666666666665,3.5833333333333335,3.380952380952381,3.0833333333333335,3.5,3.25,5.0,4.25,4.111111111111111,4.666666666666667,1.3333333333333333,2.0,2.25,2.75,2.5,2.0,2.0,4.0,4.0
3,1,5,5,4,4,4,3,4,4,4,2,3,2,2,2,3,5.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,3,4,3,4,3,4,4,4,3,3,2,3,2,4,2,4,4,4,3,5,5,5,3,4,4,1,2,4,3,3,3,4,3,3,3,2,2,1,4,4.0,4.0,5.0,3,3,4,4,4,3,3,4,3,3,3,3,6,4,2,3,survey,3,3,4,4,3,2,2,1,1,3,3,4,5,5,4,2,2,3,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,2,2,3,3,4,3,2,2,2,2,2,2,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,4,6,5,3,3,4,5,4,4,4,4,4,3,3,5,5,5,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,5,2,3,4,4,4,4,4,4,2,4,4,12,12,1,1,46,1.0,4,1.0,1,38,5.0,puerto rican,usa,3,2.0,1,7,3,2,canada,4.0,2,1,4.666666666666667,3.6666666666666665,2.888888888888889,4.333333333333333,2.8333333333333335,3.5,3.5,2.75,3.5,4.5,3.6666666666666665,2.5,3.3333333333333335,2.6,3.6,3.3333333333333335,5.0,4.333333333333333,3.6666666666666665,3.5,3.75,3.5,3.25,3.4444444444444446,3.3333333333333335,2.1666666666666665,4.0,5.0,4.75,3.0,3.3333333333333335,2.3333333333333335,2.0,3.3333333333333335
3,1,5,5,5,2,1,2,5,5,5,5,3,3,5,4,5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,5,5,5,5,5,5,1,3,2,1,3,1,5,5,2,5,2,4,1,2,1,2,3,4,3,3,2,2,4,5,2,1,2,5,3,4.0,3.0,3.0,3,4,3,4,4,2,3,2,3,1,3,4,7,4,2,none,survey,5,5,5,2,1,3,1,1,2,5,4,4,5,5,5,5,5,5,1,1,2,1,1,1,1,2,2,5,3,2,2,3,5,1,1,1,1,5,2,1,1,1,2,1,1,1,2,2,2,3,2,4,3,4,3,5,4,5,4,4,5,2,1,6,3,3,7,3,2,1,1,1,1,1,3,3,2,1,1,1,1,7,5,4,5,5,4,5,5,5,5,5,5,5,2,3,5,5,3,4,2,4,3,2,3,4,4,4,3,4,7,72,1,3,58,7.0,4,2.0,1,33,9.0,Italian and Puerto Rican,United States,1,3.0,2,14,3,1,canada,2.0,4,2,5.0,1.6666666666666667,4.444444444444445,1.3333333333333333,1.0,1.25,5.0,1.75,3.5,3.25,1.3333333333333333,3.0,2.3333333333333335,2.8,3.6,3.0,3.8333333333333335,2.4285714285714284,3.3333333333333335,4.0,4.25,5.0,5.0,4.777777777777778,5.0,1.6666666666666667,1.2,1.5,2.5,2.0,2.6666666666666665,1.0,1.25,2.0
3,1,4,4,4,4,4,4,3,4,2,2,4,4,3,2,2,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,3,4,4,5,4,4,5,4,3,3,4,4,2,2,2,1,5,5,5,5,4,3,4,3,3,4,3,4,3,4,2,2,4,3,3,4,5,5.0,5.0,6.0,4,5,5,5,5,5,5,5,5,5,5,5,15,10,1,1,survey,4,4,4,1,1,1,1,1,1,3,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,5,4,5,5,2,3,2,4,3,4,4,2,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,6,6,4,5,2,4,5,4,5,5,4,4,4,4,3,4,3,5,2,3,5,5,2,3,5,5,2,3,5,5,2,3,5,5,4,3,1,3,2,4,1,5,5,1,5,5,10,15,1,2,45,4.0,2,4.0,2,34,8.0,American,USA,3,2.0,1,21,3,3,England,3.0,2,2,4.0,4.0,2.888888888888889,2.3333333333333335,1.0,3.75,4.333333333333333,3.5,1.75,5.0,3.6666666666666665,3.25,3.6666666666666665,2.8,5.0,4.916666666666667,5.0,4.238095238095238,3.25,2.0,3.0,5.0,5.0,4.0,4.0,1.0,4.4,4.0,4.5,3.0,3.6666666666666665,3.3333333333333335,2.0,2.0
4,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,5,5,5,1,1,6,6,6.0,6.0,6.0,5,5,5,5,5,5,5,5,5,5,5,5,35,15,10,10,survey,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,1,5,1,5,5,5,5,5,5,5,10,12,1,2,30,15.0,1,4.0,2,50,11.0,american,new york,1,10.0,3,20,10,3,italy,15.0,4,1,5.0,2.3333333333333335,5.0,1.0,1.3333333333333333,2.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,3.4,6.0,5.0,5.0,2.142857142857143,4.166666666666667,5.0,4.75,4.75,5.0,5.0,5.0,2.3333333333333335,4.2,1.0,5.0,5.0,2.3333333333333335,3.6666666666666665,5.0,5.0
3,1,4,5,4,3,3,4,3,4,3,2,3,5,4,4,4,2.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3,3,2,3,4,4,4,4,5,4,2,3,2,2,4,3,3,3,4,3,3,4,3,4,3,1,1,1,1,2,2,3,3,4,2,2,2,4,5,4.0,6.0,5.0,4,3,3,4,4,4,5,5,4,3,4,4,25,5,2,2,survey,4,4,4,2,2,3,2,2,4,4,3,4,4,4,3,4,4,4,3,4,4,2,3,2,2,3,2,5,4,3,3,3,5,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,4,5,5,5,5,4,4,3,2,5,4,3,6,3,2,2,2,1,1,2,2,1,3,2,1,6,5,3,5,4,5,5,4,4,5,5,5,4,5,5,4,3,5,5,4,2,2,4,2,4,4,5,4,4,4,4,12,6,1,3,45,6.0,2,3.0,1,39,12.0,American,USA,2,12.0,1,30,4,2,Singapore,5.0,2,1,4.333333333333333,3.3333333333333335,3.5555555555555554,1.6666666666666667,3.6666666666666665,2.75,4.166666666666667,2.25,3.25,3.5,3.3333333333333335,1.0,2.3333333333333335,2.6,4.8,3.9166666666666665,4.416666666666667,2.8095238095238093,3.5833333333333335,4.5,3.75,5.0,5.0,3.7777777777777777,4.0,2.5,3.2,2.25,3.25,2.0,3.0,1.0,1.0,1.3333333333333333
3,1,4,4,4,2,4,2,5,5,4,4,2,3,3,2,2,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2,4,2,1,5,5,5,4,5,5,2,2,2,2,4,4,4,4,4,5,5,5,2,1,3,3,3,3,3,4,4,4,4,4,4,2,2,1,1,6.0,1.0,1.0,4,5,5,4,1,4,4,5,5,5,5,1,20,0,0,0,survey,3,3,3,1,5,2,1,2,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,3,4,4,4,4,3,1,4,4,4,2,1,1,3,3,4,2,2,2,2,2,3,1,1,2,3,1,1,2,2,1,1,5,1,1,4,1,5,5,5,4,1,5,4,2,0,2,0,35,8.0,2,1.0,2,34,9.0,American,US,2,8.0,1,30,1,2,Canada,2.0,5,2,4.0,2.6666666666666665,3.3333333333333335,2.0,1.5,2.25,4.833333333333333,2.0,4.0,4.75,2.0,3.0,4.0,3.2,2.0,4.0,1.0,3.238095238095238,3.4166666666666665,2.0,2.5,1.25,1.25,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.6666666666666665,2.0,1.0,1.0
3,1,5,5,5,2,2,2,5,5,4,5,4,5,5,4,4,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,4,4,4,3,4,4,2,2,2,2,3,2,3,2,2,5,5,5,1,1,2,1,1,1,1,2,2,3,4,4,2,1,2,5,5,5.0,5.0,6.0,5,5,5,5,5,5,5,5,5,5,4,4,15,5,5,4,survey,5,4,5,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,3,3,3,2,2,3,3,5,5,5,5,5,4,1,2,2,2,4,2,2,2,2,1,1,2,1,2,2,3,5,5,5,5,5,5,5,5,5,5,3,4,2,1,6,2,2,6,2,1,2,2,1,1,2,1,1,1,1,1,6,5,2,5,4,3,3,5,5,5,5,4,4,4,4,3,3,3,3,4,2,2,4,1,5,4,4,4,2,5,5,5,5,1,1,45,15.0,1,4.0,1,48,5.0,USA,USA,1,20.0,2,45,5,2,Europe,7.0,1,1,5.0,2.0,4.555555555555555,1.6666666666666667,1.1666666666666667,1.5,3.8333333333333335,2.0,2.5,4.25,1.3333333333333333,1.0,2.3333333333333335,2.6,5.2,4.833333333333333,4.75,2.2857142857142856,3.5,4.25,4.0,3.75,3.75,4.0,4.666666666666667,1.1666666666666667,3.0,2.5,5.0,2.25,2.6666666666666665,2.0,1.25,2.3333333333333335
4,1,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,3,3,3,2,5,5,5,2,2,1,1,1,1,1,1,1,1,1,5,5,1,1,4,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,20,10,3,1,survey,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,2,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,7,3,3,7,4,3,3,3,3,3,3,3,3,3,3,3,7,7,3,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,2,1,5,1,5,5,5,2,1,5,5,6,0,2,2,40,5.0,2,2.0,2,23,7.0,Caucasion,USA,1,5.0,3,15,4,1,Canada,3.0,5,3,5.0,2.6666666666666665,5.0,1.0,1.0,5.0,5.0,1.0,2.75,4.25,1.6666666666666667,1.0,1.0,2.6,4.8,5.0,5.0,3.857142857142857,3.4166666666666665,5.0,4.75,4.75,4.75,5.0,5.0,1.6666666666666667,1.0,1.0,2.0,2.0,2.3333333333333335,1.0,1.0,2.0
3,1,4,4,4,3,5,4,4,5,4,4,4,4,4,4,4,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2,2,2,3,5,5,5,4,5,4,4,3,4,5,1,1,3,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,3,3,3,2,2,3,5,4.0,5.0,5.0,3,4,4,3,3,3,4,3,3,3,3,3,5,2,1,2,survey,4,4,5,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,5,5,4,4,4,2,3,5,3,5,4,4,4,4,4,3,4,4,2,2,5,3,2,3,2,2,2,2,2,2,2,5,5,5,4,4,5,5,5,5,5,5,5,4,3,5,4,4,5,4,3,3,3,3,4,3,3,3,3,3,3,5,5,4,3,2,2,2,4,4,5,4,2,3,5,5,3,2,5,4,3,2,2,2,2,4,4,4,4,2,4,4,10,10,2,1,40,12.0,1,3.0,2,37,5.0,American,United States,1,9.0,1,90,2,2,India,6.0,1,3,4.0,4.0,4.111111111111111,2.0,2.0,2.25,4.666666666666667,4.0,1.75,2.75,2.0,2.0,2.0,2.6,4.4,3.25,4.833333333333333,3.6666666666666665,3.0833333333333335,3.0,2.75,4.25,3.75,3.0,4.333333333333333,2.6666666666666665,4.4,3.25,4.0,3.75,3.0,2.6666666666666665,2.0,2.0
4,1,5,5,5,4,2,4,5,5,3,3,3,4,4,4,4,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2,4,3,2,4,4,5,5,4,4,2,4,4,4,3,2,2,4,4,5,4,4,3,2,2,1,2,2,2,2,2,2,5,5,4,1,2,6,6,5.0,6.0,6.0,4,5,5,5,5,5,5,5,5,5,5,4,15,15,3,0,Survey,5,5,5,1,2,1,1,1,1,4,4,5,5,5,5,5,5,5,3,4,2,3,4,2,2,2,2,5,4,4,5,5,5,1,1,2,2,5,2,2,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6,4,3,6,4,2,2,3,2,1,3,3,2,3,1,2,6,6,2,4,4,5,1,5,4,5,1,4,4,5,1,5,4,5,1,5,1,1,5,1,5,5,4,4,1,5,5,14,0,1,0,60,21.0,1,4.0,1,54,12.0,Us,Us,2,21.0,1,14,3,1,"Canada, France, uk",4.0,6,1,5.0,3.3333333333333335,3.888888888888889,2.0,1.1666666666666667,2.75,4.333333333333333,3.5,2.75,4.25,2.3333333333333335,1.75,2.0,3.4,5.8,4.833333333333333,5.0,3.1904761904761907,3.5,4.5,4.0,5.0,1.0,4.777777777777778,5.0,1.1666666666666667,3.2,2.0,4.5,2.25,3.0,1.6666666666666667,1.25,2.0
4,1,4,4,4,3,3,4,4,4,4,4,2,4,3,3,2,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2,3,2,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,1,3,2,2,3,3,2,3,2,3,2,2,3,2,3,3,3,2,3,4,4,3.0,4.0,3.0,3,3,3,3,3,2,3,3,3,3,3,3,5,2,1,1,Survey,5,5,5,3,3,3,2,2,3,3,3,3,3,4,4,4,4,2,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,3,4,3,4,4,5,4,3,4,2,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,4,4,5,4,3,3,3,4,4,3,4,4,4,4,3,6,4,4,3,3,4,3,3,4,4,3,2,3,4,4,2,3,4,3,5,3,2,5,4,4,4,3,4,4,3,4,10,40,1,2,50,1.0,2,3.0,1,34,9.0,Asian,US,1,1.0,2,2 weeks,5,1,Uk,4.0,2,3,4.0,3.3333333333333335,3.3333333333333335,2.0,2.8333333333333335,2.5,3.8333333333333335,3.75,3.75,2.0,2.6666666666666665,2.5,2.3333333333333335,2.8,3.6,2.9166666666666665,4.0,4.0476190476190474,3.75,2.5,3.25,4.0,3.25,3.3333333333333335,5.0,2.6666666666666665,3.8,3.75,4.0,3.5,4.333333333333333,3.6666666666666665,2.25,3.6666666666666665
4,1,5,5,5,2,2,1,5,5,5,5,5,5,5,5,5,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,5,1.0,1.0,1.0,1,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,Survey,4,4,5,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,1,1,1,5,1,1,5,3,1,1,1,1,1,1,1,4,5,5,4,4,4,5,4,5,5,5,5,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,2,4,5,4,3,2,4,4,10,0,1,0,50,25.0,1,4.0,1,62,8.0,American,Usa,1,23.0,1,21,2,1,Mexico,2.0,1,1,5.0,1.6666666666666667,5.0,2.6666666666666665,1.0,1.5,5.0,1.0,1.0,1.75,1.0,1.0,1.0,2.4,1.8,3.75,4.583333333333333,2.0,3.1666666666666665,5.0,5.0,5.0,5.0,4.888888888888889,4.333333333333333,1.0,1.0,1.0,1.25,2.0,2.3333333333333335,3.0,1.0,1.0
