travfreq,aircrew,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,otherindustry,nationality,residence,lang,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,otherreasontrip,weekendtrip
3,2,1,4,4,4,2,2,3,5,5,5,5,3,4,2,3,3,2,2,2,1,1,1,1,1,1,4,4,2,2,3,4,4,2,4,4,1,2,2,2,4,4,4,4,2,5,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,2,2,4,3,3,4,4,3,3,3,3,3,4,4,3,4,4,4,4,25,9,5,5,survey,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,3,3,3,3,3,3,3,3,4,3,4,3,3,4,2,3,3,3,3,3,3,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,5,4,4,3,4,3,1,3,3,3,3,3,3,5,4,2,4,4,4,4,5,5,4,4,5,4,5,4,5,4,5,4,2,2,2,4,2,4,4,4,4,2,4,4,15,20,1,2,35,12,2,3,2,41,13,pharmaceutical industry,american,usa,none,2,12,2,21,3,2,"japan, ",14,1,,2
3,2,1,5,5,5,2,4,4,3,4,4,5,4,4,3,4,4,2,1,1,1,1,1,1,1,1,4,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,3,4,4,2,3,4,4,3,4,5,5,4,5,4,4,3,3,4,4,5,4,4,3,3,4,15,10,2,2,survey,4,3,3,4,4,4,3,3,4,4,5,4,4,3,3,2,3,4,3,5,4,4,4,3,3,4,4,5,4,3,3,4,4,3,4,5,4,3,4,4,3,4,3,4,4,3,3,4,3,4,3,3,3,4,3,3,4,4,3,3,4,5,5,4,4,3,3,4,4,3,3,5,6,5,5,4,4,3,4,4,5,5,4,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,10,15,1,2,40,15,2,4,1,42,7,,usa,usa,spanish,1,5,1,15,2,2,Canada,5,4,,1
5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,50,100,25,5,Survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,1,2,50,35,1,5,1,46,1,,African,Maryland,French,1,25,5,3,3,3,California,10,1,,1
4,2,1,3,3,3,4,2,3,4,4,4,4,3,3,3,3,3,4,2,4,2,1,1,1,1,1,3,3,2,2,4,4,4,3,4,4,2,2,2,2,3,3,3,3,2,4,3,4,3,3,3,2,3,2,2,4,3,3,2,4,2,2,2,5,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,1,1,1,survey ,5,5,5,1,2,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,2,2,3,2,2,2,2,2,4,3,4,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,4,4,3,3,4,3,3,2,2,2,2,2,1,1,4,4,2,4,3,4,4,4,4,4,4,3,3,4,5,3,4,4,5,4,3,2,3,2,3,4,3,4,2,4,4,20,30,1,1,30,5,3,4,2,33,13,,china,usa,,1,1,1,7,2,1,china,5,6,,3
3,2,1,4,4,5,5,4,4,3,3,3,3,3,3,3,3,3,4,2,4,2,2,2,1,1,1,2,3,2,2,4,4,5,4,4,4,3,3,4,2,3,4,4,4,1,5,2,2,3,3,3,2,1,1,1,2,2,2,3,3,2,2,2,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,300,40,2,1,Survey,5,5,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,2,3,4,4,5,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,4,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,5,4,3,5,4,1,1,3,1,2,3,3,3,3,2,1,6,5,4,2,3,5,5,3,4,5,5,4,4,5,5,3,3,5,5,4,3,3,4,3,4,4,4,4,3,3,3,10,O,1,2,55,25,2,2,1,50,4,,Swedish ,Us,,1,6,4,3,3,1,Canada,3,4,,2
3,2,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,2,2,4,4,4,3,3,3,2,3,3,4,4,4,5,4,5,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,4,2,2,3,3,4,3,3,3,3,2,4,4,5,5,3,5,5,2,4,4,4,4,3,4,4,4,4,3,3,8,3,9,4,survey,5,5,5,3,4,3,4,4,4,4,4,4,4,3,4,4,4,5,2,4,3,4,2,4,4,2,2,5,3,5,4,2,2,3,2,2,4,4,4,3,3,3,1,2,2,2,2,2,4,3,3,3,2,3,3,4,3,3,3,4,4,6,4,6,5,7,6,2,3,3,4,3,2,4,2,2,2,1,3,7,7,3,2,1,3,3,2,4,4,4,2,3,5,5,2,3,4,4,4,2,2,4,4,3,4,4,4,4,3,4,10,0,1,1,43,,2,5,1,40,9,,native american,USA,"I Can speak Russian a little bit,German a little bit and Spanish a little bit)))",3,5,6,30,02-Jan,2,"Germany,Italy",3,5,,3
3,2,1,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,1,1,1,1,1,1,5,5,5,3,5,5,5,5,2,4,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,2,4,3,4,5,4,4,3,4,4,3,4,5,6,6,5,5,4,5,5,4,5,5,5,4,5,4,5,5,30,15,2,3,survey,4,5,5,5,4,5,5,4,5,5,4,4,5,4,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,4,3,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,4,4,3,3,4,4,3,2,2,4,3,3,3,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,3,2,2,2,3,3,3,2,3,3,3,2,3,4,4,4,5,3,3,4,4,4,4,3,10,5,1,2,40,12,2,3,1,37,9,,USA,USA,HINDI,1,8,2,10,2,2,"Kenya, Geneva",10,1,,1
3,2,1,4,4,4,4,5,5,3,3,1,1,2,2,3,3,3,2,2,2,5,2,4,2,1,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,24,12,4,6,survey,2,2,2,5,4,4,5,5,4,2,2,2,2,2,2,2,2,2,5,5,5,4,4,4,5,4,4,5,3,3,3,3,3,5,5,5,5,3,5,5,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,7,7,3,7,7,2,7,7,7,7,7,4,7,7,7,6,7,7,3,2,6,1,3,5,3,1,4,3,2,1,2,2,4,1,3,3,3,4,2,4,4,4,5,3,4,4,4,4,4,10,20,3,0,80,20,1,5,1,49,5,,U.S.,U.S.,"Chinese, Spanish, French",1,22,3,14,12,1,"Canada, Hong Kong",10,2,,1
4,2,1,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,4,4,2,3,2,3,3,3,2,2,2,4,4,4,3,2,3,2,3,3,2,3,3,3,4,4,4,2,3,5,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,20,4,4,1,survey,4,4,4,2,2,2,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,2,2,3,5,2,3,2,3,4,2,2,2,3,3,2,2,2,3,2,2,1,2,3,3,3,4,4,4,3,3,3,3,4,3,3,4,4,4,3,5,4,3,6,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,4,4,4,4,5,4,4,3,5,4,5,4,4,4,5,5,5,3,2,4,2,4,4,4,3,2,4,4,8,1,1,0,40,13,2,2,1,52,5,,us,usa,none,1,3,2,30,4,2,singapore,5,6,audits,1
4,2,1,4,4,3,3,3,2,4,4,3,3,4,4,3,3,3,3,2,3,4,4,2,2,1,1,2,3,2,4,5,4,5,4,3,4,3,4,3,4,4,3,4,3,2,4,4,3,4,3,4,2,3,4,2,4,3,4,4,5,2,2,3,4,5,5,4,4,4,3,3,3,3,4,2,2,4,3,3,2,7,2,3,1,survey,4,4,4,2,3,2,2,3,4,4,4,4,3,5,4,4,2,5,4,4,4,3,2,3,3,3,2,5,3,2,4,3,5,3,3,3,3,3,3,2,3,4,4,3,5,2,3,3,5,4,5,5,5,4,5,5,3,3,3,3,3,5,3,5,4,5,5,3,4,3,1,1,2,3,3,2,3,5,1,6,6,3,3,4,2,2,3,4,4,4,3,4,3,3,2,3,5,3,4,2,3,4,3,4,4,4,3,2,3,4,10,10,1,0,30,2,2,4,1,29,3,,American,America,French,2,10,1,3,1,2,"France, Brazil",4,1,,3
4,2,1,5,4,5,2,5,4,5,5,4,4,4,4,5,5,4,5,4,5,4,4,4,3,4,4,4,5,4,4,5,4,5,4,5,5,4,4,5,5,5,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,5,5,4,4,3,4,5,6,5,5,4,4,5,5,5,4,5,4,4,4,3,4,4,30,15,1,1,survey,5,5,4,5,4,5,5,4,5,5,3,4,4,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,4,4,5,5,4,4,4,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,4,4,4,5,4,5,4,4,4,6,7,6,6,6,6,7,6,7,7,7,5,6,6,6,7,6,7,7,6,6,5,4,5,4,5,5,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,5,5,4,4,20,20,1,1,44,7,2,3,1,35,11,,white,usa,none,2,4,2,8,12,2,brazil,8,2,,3
5,2,1,5,4,4,3,4,4,3,4,4,5,4,3,4,4,5,5,4,5,3,4,5,4,4,4,3,4,5,4,5,5,4,3,4,4,4,3,4,5,3,5,3,4,4,3,4,5,5,4,5,4,3,4,5,5,5,3,4,4,5,3,4,5,4,5,6,6,3,4,4,3,4,4,5,4,4,4,3,4,25,50,5,5,survey,3,4,4,3,4,4,2,3,4,5,4,4,3,3,4,5,4,5,4,3,2,3,4,4,3,4,5,5,5,4,3,4,3,3,5,4,5,4,3,4,5,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4,4,3,4,5,4,5,4,4,3,3,4,5,4,3,4,4,4,3,4,5,5,4,3,4,5,3,4,4,5,5,5,5,5,4,4,4,3,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,5,20,35,1,2,40,10,2,3,1,31,4,,Greek,USA,Spanish,1,9,1,7,5,3,"Spain, Italy, Russia",3,1,,1
4,2,1,5,5,5,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,3,3,1,2,2,5,2,1,1,1,1,1,1,1,1,2,2,2,1,5,1,1,1,6,6,5,6,6,5,5,5,3,4,5,5,5,5,5,5,5,6,6,1,1,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,3,3,3,5,1,5,1,1,5,1,1,1,1,1,1,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,6,7,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,4,5,5,1,1,5,5,10,7,3,2,55,8,1,1,2,29,7,,white,usa,,2,5,2,7,4,3,canada,7,2,,1
4,2,1,5,5,5,1,1,1,5,5,5,5,5,4,4,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,5,4,5,5,4,3,1,1,1,4,5,4,5,4,3,5,5,5,1,1,1,1,3,3,2,3,3,3,3,5,3,1,1,6,5,1,6,1,4,4,4,5,5,4,5,5,5,5,5,5,10,3,1,0,Survey,5,5,5,1,1,1,1,1,1,3,5,5,4,5,5,5,5,5,5,1,1,1,4,1,1,1,1,5,1,5,1,5,5,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,7,4,2,7,4,1,1,1,1,1,1,1,1,1,1,1,7,5,1,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,1,2,3,1,5,5,5,5,1,5,5,5,0,1,0,60,29,2,3,1,57,5,,US/UK,US,Some German,1,20,1,10,5,1,Mexico,5,6,Operations,1
5,2,1,5,4,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,4,5,4,5,5,5,5,4,4,5,5,6,5,6,6,5,5,4,4,5,4,5,5,5,4,5,5,2000,20000,10,10,survey,5,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,4,4,4,4,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,5,5,4,5,5,6,6,5,5,5,6,6,5,6,6,5,6,6,6,5,5,6,5,7,6,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,4,5,4,20,20,1,1,35,20,1,5,2,43,5,,US,US,Czech,1,20,1,5,20,3,US,3,3,,1
3,2,1,4,3,3,3,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,333,33,3,3,survey,3,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,11,11,1,3,44,13,1,4,1,46,9,,na,USA,spanish,1,11,2,11,4,3,UK,4,1,,1
3,2,1,4,4,4,2,2,2,4,4,4,4,3,4,4,4,3,2,2,2,2,4,2,2,2,2,3,3,2,2,3,4,4,4,4,3,3,3,2,2,1,1,1,1,1,4,1,2,2,2,2,1,1,1,1,3,3,3,4,4,4,2,2,5,1,4,3,3,2,3,2,4,4,4,4,4,2,2,3,2,1,0,3,2,survey,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,4,4,5,2,3,3,3,4,2,2,2,3,3,4,3,2,3,2,3,3,2,3,3,3,5,5,5,5,3,3,3,5,5,3,2,2,6,3,5,5,4,5,4,2,2,3,2,1,4,4,2,2,1,2,5,4,2,3,4,4,3,3,5,4,3,3,4,5,3,3,4,5,3,4,2,2,4,1,4,4,4,4,1,4,4,15,35,1,2,40,1,2,5,1,42,13,Consulting,USA,USA,,2,15,1,90,10,1,"Germany, China, United Kingdom, South Korea",4,6,Consulting,3
3,2,1,5,5,5,4,2,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,2,2,3,3,5,3,1,4,5,5,4,4,4,5,4,4,4,4,4,60,50,1,0,survey,5,5,5,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,2,3,2,2,2,4,3,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,7,3,2,7,6,4,2,4,2,1,1,1,1,1,1,1,7,6,4,4,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,5,3,2,3,2,5,5,5,5,2,5,5,3,0,2,0,100,1,2,2,2,38,13,Entertainment,german,usa,german,1,15,3,10,3,1,Europe,20,6,Touring,3
4,2,1,5,5,5,2,2,2,5,5,5,4,5,5,5,5,5,1,1,1,1,2,1,1,1,1,2,3,2,1,5,5,5,5,5,5,1,2,2,2,3,2,3,3,2,4,2,4,2,2,2,2,2,2,2,3,3,3,3,5,2,2,2,4,5,4,5,5,3,3,3,3,4,5,5,5,5,4,4,3,12,2,4,4,survey,5,5,5,4,2,3,1,1,1,4,4,4,4,5,4,4,4,5,2,2,2,2,2,2,2,2,2,5,4,2,2,2,4,2,2,2,1,5,2,2,2,2,2,2,2,2,3,2,3,4,5,5,5,5,5,5,4,4,4,4,4,3,2,2,2,2,6,2,2,2,2,1,1,2,1,1,1,1,1,6,6,2,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,4,4,4,3,1,4,5,15,10,1,3,50,8,2,5,1,43,5,,U.S.,U.S.,none,1,7,2,2 months,3,1,"Germany, Singapore, China",8,6,auditing,1
4,2,1,4,4,4,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,5,1,1,1,1,1,2,3,3,3,3,3,2,2,2,3,2,2,2,2,1,3,1,3,2,3,3,3,3,1,2,2,2,2,2,3,3,3,2,5,4,2,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,60,60,4,4,survey,4,4,4,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,5,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,5,5,4,3,5,5,3,3,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,4,4,,,3,0,,18,2,3,1,43,10,,African American,United state,none,1,10,4,8,4,3,London paris,6,5,,1
3,2,1,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,250,25,2,15,survey,5,5,5,1,3,1,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6,5,4,6,4,3,3,4,2,1,3,3,3,3,3,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,80,1,7,80,20,1,5,1,36,5,,USA,USA,English Spanish,1,25,3,15,25,3,london,15,6,partner business,1
4,2,1,5,5,4,2,1,2,5,5,4,3,5,3,4,4,4,5,1,1,5,3,1,1,1,1,2,4,2,4,5,4,5,5,4,4,4,2,2,1,5,5,4,5,4,4,5,3,3,3,4,2,3,3,4,4,3,3,2,4,5,1,2,6,6,5,5,6,5,5,4,5,5,4,4,4,4,5,5,4,10,3,3,10,survey,5,4,4,3,4,3,4,3,3,2,2,4,1,5,5,4,4,5,4,4,5,4,4,4,4,4,5,5,2,3,4,3,5,4,1,2,2,4,1,4,5,5,2,2,3,2,3,3,4,4,4,5,4,4,5,5,5,5,5,5,5,4,3,5,4,4,6,3,1,1,1,1,1,3,3,3,1,1,1,7,7,3,4,3,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,1,5,4,3,5,5,5,4,1,5,5,5,6,1,2,60,4,1,3,1,28,3,,U.S.,U.S.,Italian,1,4,3,15,5,2,"Mexico, Italy",7,1,,1
5,2,1,5,5,5,3,1,2,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,4,5,2,1,2,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,20,20,20,20,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,56,56,1,1,40,5,1,3,2,27,13,health,asian,United States,vietnamies,1,10,1,30,2,1,europe,7,3,,1
4,2,1,4,3,4,5,5,5,5,5,3,3,3,3,3,3,3,1,1,2,3,5,5,2,4,4,1,5,3,4,5,5,5,5,5,5,5,2,5,5,1,1,1,1,3,5,5,5,4,5,4,3,1,3,3,4,4,5,4,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,5,18,19,1,5,survey,4,4,4,5,5,5,5,5,5,1,1,1,3,3,1,2,1,2,5,5,5,5,5,2,4,5,5,5,4,4,4,4,4,4,4,4,4,2,5,5,5,5,4,4,4,4,4,4,4,5,5,5,1,1,1,1,5,5,5,5,5,7,7,3,6,6,2,7,7,7,7,7,7,7,7,7,7,7,7,3,2,7,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,4,2,2,4,3,4,4,4,3,4,4,2,5,40,2,1,50,10,1,3,2,33,9,,Haitian,United States ,"French, Haitian Creole, Spanish",3,10,4,10,5,2,"France, Englad, Japan, Brazil",10,2,,3
3,2,1,5,5,5,2,2,2,5,4,5,5,5,5,5,5,5,2,2,2,1,2,2,1,1,1,2,2,1,2,4,5,4,5,5,4,2,1,2,2,4,4,4,4,1,5,5,5,3,2,2,1,1,1,1,1,1,1,4,5,2,2,4,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,4,4,1,1,Survey,4,5,4,1,1,1,1,1,1,5,5,5,4,5,5,5,5,5,2,2,3,2,2,2,2,2,1,5,4,4,4,4,4,4,5,4,2,4,2,2,2,1,1,1,1,2,2,1,1,4,5,4,5,4,4,4,4,4,5,5,5,4,3,5,4,4,4,4,2,2,2,1,1,1,2,2,3,1,1,6,6,1,4,4,4,4,5,5,5,5,4,5,5,5,4,4,5,5,4,1,1,4,1,4,4,5,4,1,4,4,20,40,1,1,40,3,2,3,1,33,7,,Usa,Usa,Spanish,2,3,2,30,5,2,Costa rica,5,1,,1
5,2,1,5,5,5,3,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,1,1,3,3,2,3,2,1,5,1,3,1,1,1,1,1,1,1,1,1,2,5,5,2,1,1,4,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,200,55,3,1,survey,5,5,5,3,2,2,1,1,1,2,2,2,2,5,5,5,5,5,4,4,4,3,4,3,3,1,1,5,5,5,2,5,5,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2,2,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,2,1,1,5,5,5,3,1,5,2,30,50,2,1,40,,4,1,2,24,4,,I,USA,,1,4,1,10,3,2,Spain,4,4,,1
4,2,1,4,4,4,2,2,3,4,4,3,4,2,5,4,3,2,4,3,3,2,3,1,1,1,1,1,1,1,1,2,5,5,5,3,3,1,1,1,1,5,5,5,5,2,5,4,5,3,1,3,1,3,3,3,4,4,5,2,3,3,1,2,4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,3,too many to count. Always changing,none,several,none,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,2,3,2,3,5,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,3,3,7,2,1,1,1,1,1,1,1,1,1,1,1,7,4,2,3,3,5,5,3,3,5,5,3,3,5,5,4,3,5,5,4,2,1,4,1,5,5,3,5,2,4,5,6,08-Jun,1,1,35,1.5,4,1,2,22,13,Navy,White,United States,,3,1,3,7,2,1,Japan,60,6,militarily,2
